county_orig	count		county_clean	state	count		state	match	fipscode	error	err2	
ADAMS(IN)	4		ADAMS	IN	4		IN	ADAMS-IN	18001	FALSE	0	
ADAMS(NE)	4		ADAMS	NE	4		NE	ADAMS-NE	31001	FALSE	0	
AIKEN(SC)	4		AIKEN	SC	4		SC	AIKEN-SC	45003	FALSE	0	
ALACHUA(FL)	4		ALACHUA	FL	4		FL	ALACHUA-FL	12001	FALSE	0	
ATHENS(OH)	4		ATHENS	OH	4		OH	ATHENS-OH	39009	FALSE	0	
BALTIMORE CITY(MD)	4		BALTIMORE CITY	MD	4		MD	BALTIMORE CITY-MD	24510	FALSE	0	
BARBOUR(AL)	4		BARBOUR	AL	4		AL	BARBOUR-AL	01005	FALSE	0	
BINGHAM(ID)	4		BINGHAM	ID	4		ID	BINGHAM-ID	16011	FALSE	0	
BLAIR(PA)	4		BLAIR	PA	4		PA	BLAIR-PA	42013	FALSE	0	
BREATHITT(KY)	4		BREATHITT	KY	4		KY	BREATHITT-KY	21025	FALSE	0	
BUCHANAN(VA)	4		BUCHANAN	VA	4		VA	BUCHANAN-VA	51027	FALSE	0	
BUENA VISTA(IA)	4		BUENA VISTA	IA	4		IA	BUENA VISTA-IA	19021	FALSE	0	
BUFFALO(NE)	4		BUFFALO	NE	4		NE	BUFFALO-NE	31019	FALSE	0	
CALLAWAY(MO)	4		CALLAWAY	MO	4		MO	CALLAWAY-MO	29027	FALSE	0	
CANADIAN(OK)	4		CANADIAN	OK	4		OK	CANADIAN-OK	40017	FALSE	0	
CARROLL(AR)	4		CARROLL	AR	4		AR	CARROLL-AR	05015	FALSE	0	
CASS(TX)	4		CASS	TX	4		TX	CASS-TX	48067	FALSE	0	
CATOOSA(GA)	4		CATOOSA	GA	4		GA	CATOOSA-GA	13047	FALSE	0	
CHARLOTTE(FL)	4		CHARLOTTE	FL	4		FL	CHARLOTTE-FL	12015	FALSE	0	
CHEROKEE(TX)	4		CHEROKEE	TX	4		TX	CHEROKEE-TX	48073	FALSE	0	
CHESTER(PA)	4		CHESTER	PA	4		PA	CHESTER-PA	42029	FALSE	0	
CHOCTAW(AL)	4		CHOCTAW	AL	4		AL	CHOCTAW-AL	01023	FALSE	0	
CHRISTIAN(MO)	4		CHRISTIAN	MO	4		MO	CHRISTIAN-MO	29043	FALSE	0	
CLAIBORNE(LA)	4		CLAIBORNE	LA	4		LA	CLAIBORNE-LA	22027	FALSE	0	
CLAIBORNE(TN)	4		CLAIBORNE	TN	4		TN	CLAIBORNE-TN	47025	FALSE	0	
CLARKE(AL)	4		CLARKE	AL	4		AL	CLARKE-AL	01025	FALSE	0	
CLEBURNE(AR)	4		CLEBURNE	AR	4		AR	CLEBURNE-AR	05023	FALSE	0	
CLEVELAND(OK)	4		CLEVELAND	OK	4		OK	CLEVELAND-OK	40027	FALSE	0	
COLLIER(FL)	4		COLLIER	FL	4		FL	COLLIER-FL	12021	FALSE	0	
CRAWFORD(IA)	4		CRAWFORD	IA	4		IA	CRAWFORD-IA	19047	FALSE	0	
CUMBERLAND(PA)	4		CUMBERLAND	PA	4		PA	CUMBERLAND-PA	42041	FALSE	0	
DOUGLAS(OR)	4		DOUGLAS	OR	4		OR	DOUGLAS-OR	41019	FALSE	0	
DREW(AR)	4		DREW	AR	4		AR	DREW-AR	05043	FALSE	0	
EDMONSON(KY)	4		EDMONSON	KY	4		KY	EDMONSON-KY	21061	FALSE	0	
FAIRBANKS NORTH STAR(AK)	4		FAIRBANKS NORTH STAR	AK	4		AK	FAIRBANKS NORTH STAR-AK	02090	FALSE	0	
FANNIN(GA)	4		FANNIN	GA	4		GA	FANNIN-GA	13111	FALSE	0	
FAYETTE(GA)	4		FAYETTE	GA	4		GA	FAYETTE-GA	13113	FALSE	0	
FINNEY(KS)	4		FINNEY	KS	4		KS	FINNEY-KS	20055	FALSE	0	
FLATHEAD(MT)	4		FLATHEAD	MT	4		MT	FLATHEAD-MT	30029	FALSE	0	
FORD(IL)	4		FORD	IL	4		IL	FORD-IL	17053	FALSE	0	
FRANKLIN(PA)	4		FRANKLIN	PA	4		PA	FRANKLIN-PA	42055	FALSE	0	
GRADY(GA)	4		GRADY	GA	4		GA	GRADY-GA	13131	FALSE	0	
GRAND FORKS(ND)	4		GRAND FORKS	ND	4		ND	GRAND FORKS-ND	38035	FALSE	0	
GRAYSON(KY)	4		GRAYSON	KY	4		KY	GRAYSON-KY	21085	FALSE	0	
GRAYSON(TX)	4		GRAYSON	TX	4		TX	GRAYSON-TX	48181	FALSE	0	
GREENE(TN)	4		GREENE	TN	4		TN	GREENE-TN	47059	FALSE	0	
HAMBLEN(TN)	4		HAMBLEN	TN	4		TN	HAMBLEN-TN	47063	FALSE	0	
HANCOCK(IL)	4		HANCOCK	IL	4		IL	HANCOCK-IL	17067	FALSE	0	
HEMPSTEAD(AR)	4		HEMPSTEAD	AR	4		AR	HEMPSTEAD-AR	05057	FALSE	0	
HENRY(MO)	4		HENRY	MO	4		MO	HENRY-MO	29083	FALSE	0	
HUDSON(NJ)	4		HUDSON	NJ	4		NJ	HUDSON-NJ	34017	FALSE	0	
HUMPHREYS(TN)	4		HUMPHREYS	TN	4		TN	HUMPHREYS-TN	47085	FALSE	0	
HUNT(TX)	4		HUNT	TX	4		TX	HUNT-TX	48231	FALSE	0	
HURON(OH)	4		HURON	OH	4		OH	HURON-OH	39077	FALSE	0	
IOWA(IA)	4		IOWA	IA	4		IA	IOWA-IA	19095	FALSE	0	
IREDELL(NC)	4		IREDELL	NC	4		NC	IREDELL-NC	37097	FALSE	0	
IRON(WI)	4		IRON	WI	4		WI	IRON-WI	55051	FALSE	0	
JACKSON(KY)	4		JACKSON	KY	4		KY	JACKSON-KY	21109	FALSE	0	
JACKSON(OK)	4		JACKSON	OK	4		OK	JACKSON-OK	40065	FALSE	0	
JEFFERSON(OH)	4		JEFFERSON	OH	4		OH	JEFFERSON-OH	39081	FALSE	0	
JERSEY(IL)	4		JERSEY	IL	4		IL	JERSEY-IL	17083	FALSE	0	
LAMAR(AL)	4		LAMAR	AL	4		AL	LAMAR-AL	01075	FALSE	0	
LANCASTER(SC)	4		LANCASTER	SC	4		SC	LANCASTER-SC	45057	FALSE	0	
LAUDERDALE(TN)	4		LAUDERDALE	TN	4		TN	LAUDERDALE-TN	47097	FALSE	0	
LAWRENCE(MS)	4		LAWRENCE	MS	4		MS	LAWRENCE-MS	28077	FALSE	0	
LEAVENWORTH(KS)	4		LEAVENWORTH	KS	4		KS	LEAVENWORTH-KS	20103	FALSE	0	
LEE(SC)	4		LEE	SC	4		SC	LEE-SC	45061	FALSE	0	
LINCOLN(NC)	4		LINCOLN	NC	4		NC	LINCOLN-NC	37109	FALSE	0	
LUMPKIN(GA)	4		LUMPKIN	GA	4		GA	LUMPKIN-GA	13187	FALSE	0	
MAGOFFIN(KY)	4		MAGOFFIN	KY	4		KY	MAGOFFIN-KY	21153	FALSE	0	
MANISTEE(MI)	4		MANISTEE	MI	4		MI	MANISTEE-MI	26101	FALSE	0	
MARION(MO)	4		MARION	MO	4		MO	MARION-MO	29127	FALSE	0	
MARSHALL(KY)	4		MARSHALL	KY	4		KY	MARSHALL-KY	21157	FALSE	0	
MCCURTAIN(OK)	4		MCCURTAIN	OK	4		OK	MCCURTAIN-OK	40089	FALSE	0	
MCDUFFIE(GA)	4		MCDUFFIE	GA	4		GA	MCDUFFIE-GA	13189	FALSE	0	
MERCER(OH)	4		MERCER	OH	4		OH	MERCER-OH	39107	FALSE	0	
MESA(CO)	4		MESA	CO	4		CO	MESA-CO	08077	FALSE	0	
MONTGOMERY(MD)	4		MONTGOMERY	MD	4		MD	MONTGOMERY-MD	24031	FALSE	0	
MONTGOMERY(TX)	4		MONTGOMERY	TX	4		TX	MONTGOMERY-TX	48339	FALSE	0	
MOORE(NC)	4		MOORE	NC	4		NC	MOORE-NC	37125	FALSE	0	
NAVAJO(AZ)	4		NAVAJO	AZ	4		AZ	NAVAJO-AZ	04017	FALSE	0	
NEW HANOVER(NC)	4		NEW HANOVER	NC	4		NC	NEW HANOVER-NC	37129	FALSE	0	
NICOLLET(MN)	4		NICOLLET	MN	4		MN	NICOLLET-MN	27103	FALSE	0	
ORANGE(IN)	4		ORANGE	IN	4		IN	ORANGE-IN	18117	FALSE	0	
ORANGE(NC)	4		ORANGE	NC	4		NC	ORANGE-NC	37135	FALSE	0	
OTERO(NM)	4		OTERO	NM	4		NM	OTERO-NM	35035	FALSE	0	
PERRY(IN)	4		PERRY	IN	4		IN	PERRY-IN	18123	FALSE	0	
PICKENS(AL)	4		PICKENS	AL	4		AL	PICKENS-AL	01107	FALSE	0	
POLK(GA)	4		POLK	GA	4		GA	POLK-GA	13233	FALSE	0	
POPE(AR)	4		POPE	AR	4		AR	POPE-AR	05115	FALSE	0	
POTTAWATOMIE(OK)	4		POTTAWATOMIE	OK	4		OK	POTTAWATOMIE-OK	40125	FALSE	0	
POTTAWATTAMIE(IA)	4		POTTAWATTAMIE	IA	4		IA	POTTAWATTAMIE-IA	19155	FALSE	0	
PRESTON(WV)	4		PRESTON	WV	4		WV	PRESTON-WV	54077	FALSE	0	
PRINCE WILLIAM(VA)	4		PRINCE WILLIAM	VA	4		VA	PRINCE WILLIAM-VA	51153	FALSE	0	
RANDOLPH(AL)	4		RANDOLPH	AL	4		AL	RANDOLPH-AL	01111	FALSE	0	
RANDOLPH(GA)	4		RANDOLPH	GA	4		GA	RANDOLPH-GA	13243	FALSE	0	
RANDOLPH(NC)	4		RANDOLPH	NC	4		NC	RANDOLPH-NC	37151	FALSE	0	
RENO(KS)	4		RENO	KS	4		KS	RENO-KS	20155	FALSE	0	
RICHLAND(IL)	4		RICHLAND	IL	4		IL	RICHLAND-IL	17159	FALSE	0	
ROANOKE CITY(VA)	4		ROANOKE CITY	VA	4		VA	ROANOKE CITY-VA	51770	FALSE	0	
ROBESON(NC)	4		ROBESON	NC	4		NC	ROBESON-NC	37155	FALSE	0	
ROCKINGHAM(NC)	4		ROCKINGHAM	NC	4		NC	ROCKINGHAM-NC	37157	FALSE	0	
ROWAN(NC)	4		ROWAN	NC	4		NC	ROWAN-NC	37159	FALSE	0	
RUTHERFORD(NC)	4		RUTHERFORD	NC	4		NC	RUTHERFORD-NC	37161	FALSE	0	
SALINE(AR)	4		SALINE	AR	4		AR	SALINE-AR	05125	FALSE	0	
SANDOVAL(NM)	4		SANDOVAL	NM	4		NM	SANDOVAL-NM	35043	FALSE	0	
SANDUSKY(OH)	4		SANDUSKY	OH	4		OH	SANDUSKY-OH	39143	FALSE	0	
SCOTT(MN)	4		SCOTT	MN	4		MN	SCOTT-MN	27139	FALSE	0	
SENECA(OH)	4		SENECA	OH	4		OH	SENECA-OH	39147	FALSE	0	
SHASTA(CA)	4		SHASTA	CA	4		CA	SHASTA-CA	06089	FALSE	0	
SHELBY(AL)	4		SHELBY	AL	4		AL	SHELBY-AL	01117	FALSE	0	
SHERIDAN(WY)	4		SHERIDAN	WY	4		WY	SHERIDAN-WY	56033	FALSE	0	
STONE(MS)	4		STONE	MS	4		MS	STONE-MS	28131	FALSE	0	
SUFFOLK(NY)	4		SUFFOLK	NY	4		NY	SUFFOLK-NY	36103	FALSE	0	
SUMNER(TN)	4		SUMNER	TN	4		TN	SUMNER-TN	47165	FALSE	0	
TULARE(CA)	4		TULARE	CA	4		CA	TULARE-CA	06107	FALSE	0	
UNION(OH)	4		UNION	OH	4		OH	UNION-OH	39159	FALSE	0	
WARRICK(IN)	4		WARRICK	IN	4		IN	WARRICK-IN	18173	FALSE	0	
WASHINGTON(GA)	4		WASHINGTON	GA	4		GA	WASHINGTON-GA	13303	FALSE	0	
WASHINGTON(KY)	4		WASHINGTON	KY	4		KY	WASHINGTON-KY	21229	FALSE	0	
WASHINGTON(OK)	4		WASHINGTON	OK	4		OK	WASHINGTON-OK	40147	FALSE	0	
WAYNE(NC)	4		WAYNE	NC	4		NC	WAYNE-NC	37191	FALSE	0	
WEBSTER(MS)	4		WEBSTER	MS	4		MS	WEBSTER-MS	28155	FALSE	0	
WHARTON(TX)	4		WHARTON	TX	4		TX	WHARTON-TX	48481	FALSE	0	
WHITE(TN)	4		WHITE	TN	4		TN	WHITE-TN	47185	FALSE	0	
WINSTON(AL)	4		WINSTON	AL	4		AL	WINSTON-AL	01133	FALSE	0	
WOOD(TX)	4		WOOD	TX	4		TX	WOOD-TX	48499	FALSE	0	
WYOMING(WV)	4		WYOMING	WV	4		WV	WYOMING-WV	54109	FALSE	0	
ADAMS(OH)	3		ADAMS	OH	3		OH	ADAMS-OH	39001	FALSE	0	
AITKIN(MN)	3		AITKIN	MN	3		MN	AITKIN-MN	27001	FALSE	0	
ANGELINA(TX)	3		ANGELINA	TX	3		TX	ANGELINA-TX	48005	FALSE	0	
APPLING(GA)	3		APPLING	GA	3		GA	APPLING-GA	13001	FALSE	0	
ATLANTIC(NJ)	3		ATLANTIC	NJ	3		NJ	ATLANTIC-NJ	34001	FALSE	0	
AVOYELLES(LA)	3		AVOYELLES	LA	3		LA	AVOYELLES-LA	22009	FALSE	0	
BARTON(KS)	3		BARTON	KS	3		KS	BARTON-KS	20009	FALSE	0	
BARTOW(GA)	3		BARTOW	GA	3		GA	BARTOW-GA	13015	FALSE	0	
BELMONT(OH)	3		BELMONT	OH	3		OH	BELMONT-OH	39013	FALSE	0	
BELTRAMI(MN)	3		BELTRAMI	MN	3		MN	BELTRAMI-MN	27007	FALSE	0	
BENTON(MN)	3		BENTON	MN	3		MN	BENTON-MN	27009	FALSE	0	
BENTON(WA)	3		BENTON	WA	3		WA	BENTON-WA	53005	FALSE	0	
BOONE(WV)	3		BOONE	WV	3		WV	BOONE-WV	54005	FALSE	0	
BOTETOURT(VA)	3		BOTETOURT	VA	3		VA	BOTETOURT-VA	51023	FALSE	0	
BRAXTON(WV)	3		BRAXTON	WV	3		WV	BRAXTON-WV	54007	FALSE	0	
BRISTOL(VA)	3		BRISTOL	VA	3		VA	BRISTOL-VA	#N/A	TRUE	1	
BRONX(NY)	3		BRONX	NY	3		NY	BRONX-NY	36005	FALSE	0	
BUCHANAN(IA)	3		BUCHANAN	IA	3		IA	BUCHANAN-IA	19019	FALSE	0	
BUTLER(AL)	3		BUTLER	AL	3		AL	BUTLER-AL	01013	FALSE	0	
BUTLER(PA)	3		BUTLER	PA	3		PA	BUTLER-PA	42019	FALSE	0	
CANYON(ID)	3		CANYON	ID	3		ID	CANYON-ID	16027	FALSE	0	
CARROLL(MS)	3		CARROLL	MS	3		MS	CARROLL-MS	28015	FALSE	0	
CARROLL(OH)	3		CARROLL	OH	3		OH	CARROLL-OH	39019	FALSE	0	
CASS(IL)	3		CASS	IL	3		IL	CASS-IL	17017	FALSE	0	
CASS(MO)	3		CASS	MO	3		MO	CASS-MO	29037	FALSE	0	
CHAUTAUQUA(NY)	3		CHAUTAUQUA	NY	3		NY	CHAUTAUQUA-NY	36013	FALSE	0	
CHAVES(NM)	3		CHAVES	NM	3		NM	CHAVES-NM	35005	FALSE	0	
CHICKASAW(IA)	3		CHICKASAW	IA	3		IA	CHICKASAW-IA	19037	FALSE	0	
CHITTENDEN(VT)	3		CHITTENDEN	VT	3		VT	CHITTENDEN-VT	50007	FALSE	0	
CHURCHILL(NV)	3		CHURCHILL	NV	3		NV	CHURCHILL-NV	32001	FALSE	0	
CLARK(AR)	3		CLARK	AR	3		AR	CLARK-AR	05019	FALSE	0	
CLARK(IL)	3		CLARK	IL	3		IL	CLARK-IL	17023	FALSE	0	
CLEVELAND(NC)	3		CLEVELAND	NC	3		NC	CLEVELAND-NC	37045	FALSE	0	
COLUMBIANA(OH)	3		COLUMBIANA	OH	3		OH	COLUMBIANA-OH	39029	FALSE	0	
COOKE(TX)	3		COOKE	TX	3		TX	COOKE-TX	48097	FALSE	0	
CRAWFORD(KS)	3		CRAWFORD	KS	3		KS	CRAWFORD-KS	20037	FALSE	0	
CRAWFORD(WI)	3		CRAWFORD	WI	3		WI	CRAWFORD-WI	55023	FALSE	0	
CROW WING(MN)	3		CROW WING	MN	3		MN	CROW WING-MN	27035	FALSE	0	
CUMBERLAND(ME)	3		CUMBERLAND	ME	3		ME	CUMBERLAND-ME	23005	FALSE	0	
DAKOTA(NE)	3		DAKOTA	NE	3		NE	DAKOTA-NE	31043	FALSE	0	
DAWSON(GA)	3		DAWSON	GA	3		GA	DAWSON-GA	13085	FALSE	0	
DEFIANCE(OH)	3		DEFIANCE	OH	3		OH	DEFIANCE-OH	39039	FALSE	0	
DELAWARE(OH)	3		DELAWARE	OH	3		OH	DELAWARE-OH	39041	FALSE	0	
DELAWARE(PA)	3		DELAWARE	PA	3		PA	DELAWARE-PA	42045	FALSE	0	
DICKINSON(KS)	3		DICKINSON	KS	3		KS	DICKINSON-KS	20041	FALSE	0	
DICKINSON(MI)	3		DICKINSON	MI	3		MI	DICKINSON-MI	26043	FALSE	0	
DODDRIDGE(WV)	3		DODDRIDGE	WV	3		WV	DODDRIDGE-WV	54017	FALSE	0	
DOUGLAS(CO)	3		DOUGLAS	CO	3		CO	DOUGLAS-CO	08035	FALSE	0	
DUNN(WI)	3		DUNN	WI	3		WI	DUNN-WI	55033	FALSE	0	
ELLIS(TX)	3		ELLIS	TX	3		TX	ELLIS-TX	48139	FALSE	0	
ELMORE(ID)	3		ELMORE	ID	3		ID	ELMORE-ID	16039	FALSE	0	
FAIRFAX(VA)	3		FAIRFAX	VA	3		VA	FAIRFAX-VA	51059	FALSE	0	
FAIRFIELD(OH)	3		FAIRFIELD	OH	3		OH	FAIRFIELD-OH	39045	FALSE	0	
FAYETTE(IA)	3		FAYETTE	IA	3		IA	FAYETTE-IA	19065	FALSE	0	
FLORENCE(SC)	3		FLORENCE	SC	3		SC	FLORENCE-SC	45041	FALSE	0	
FRANKLIN(GA)	3		FRANKLIN	GA	3		GA	FRANKLIN-GA	13119	FALSE	0	
FRANKLIN(KS)	3		FRANKLIN	KS	3		KS	FRANKLIN-KS	20059	FALSE	0	
FULTON(AR)	3		FULTON	AR	3		AR	FULTON-AR	05049	FALSE	0	
GALLATIN(MT)	3		GALLATIN	MT	3		MT	GALLATIN-MT	30031	FALSE	0	
GARFIELD(CO)	3		GARFIELD	CO	3		CO	GARFIELD-CO	08045	FALSE	0	
GLYNN(GA)	3		GLYNN	GA	3		GA	GLYNN-GA	13127	FALSE	0	
GREENBRIER(WV)	3		GREENBRIER	WV	3		WV	GREENBRIER-WV	54025	FALSE	0	
GREENE(IL)	3		GREENE	IL	3		IL	GREENE-IL	17061	FALSE	0	
GREENWOOD(SC)	3		GREENWOOD	SC	3		SC	GREENWOOD-SC	45047	FALSE	0	
HABERSHAM(GA)	3		HABERSHAM	GA	3		GA	HABERSHAM-GA	13137	FALSE	0	
HALL(NE)	3		HALL	NE	3		NE	HALL-NE	31079	FALSE	0	
HARDIN(IA)	3		HARDIN	IA	3		IA	HARDIN-IA	19083	FALSE	0	
HAYWOOD(NC)	3		HAYWOOD	NC	3		NC	HAYWOOD-NC	37087	FALSE	0	
HENRY(AL)	3		HENRY	AL	3		AL	HENRY-AL	01067	FALSE	0	
HENRY(VA)	3		HENRY	VA	3		VA	HENRY-VA	51089	FALSE	0	
HOWARD(AR)	3		HOWARD	AR	3		AR	HOWARD-AR	05061	FALSE	0	
HOWARD(TX)	3		HOWARD	TX	3		TX	HOWARD-TX	48227	FALSE	0	
HURON(MI)	3		HURON	MI	3		MI	HURON-MI	26063	FALSE	0	
IRON(MI)	3		IRON	MI	3		MI	IRON-MI	26071	FALSE	0	
JACKSON(FL)	3		JACKSON	FL	3		FL	JACKSON-FL	12063	FALSE	0	
JACKSON(OR)	3		JACKSON	OR	3		OR	JACKSON-OR	41029	FALSE	0	
JACKSON(WV)	3		JACKSON	WV	3		WV	JACKSON-WV	54035	FALSE	0	
JEFFERSON(IN)	3		JEFFERSON	IN	3		IN	JEFFERSON-IN	18077	FALSE	0	
JESSAMINE(KY)	3		JESSAMINE	KY	3		KY	JESSAMINE-KY	21113	FALSE	0	
JOHNSON(MO)	3		JOHNSON	MO	3		MO	JOHNSON-MO	29101	FALSE	0	
KENTON(KY)	3		KENTON	KY	3		KY	KENTON-KY	21117	FALSE	0	
KNOTT(KY)	3		KNOTT	KY	3		KY	KNOTT-KY	21119	FALSE	0	
KNOX(KY)	3		KNOX	KY	3		KY	KNOX-KY	21121	FALSE	0	
LAFAYETTE(AR)	3		LAFAYETTE	AR	3		AR	LAFAYETTE-AR	05073	FALSE	0	
LAMAR(MS)	3		LAMAR	MS	3		MS	LAMAR-MS	28073	FALSE	0	
LAMPASAS(TX)	3		LAMPASAS	TX	3		TX	LAMPASAS-TX	48281	FALSE	0	
LAWRENCE(PA)	3		LAWRENCE	PA	3		PA	LAWRENCE-PA	42073	FALSE	0	
LEA(NM)	3		LEA	NM	3		NM	LEA-NM	35025	FALSE	0	
LEBANON(PA)	3		LEBANON	PA	3		PA	LEBANON-PA	42075	FALSE	0	
LEE(TX)	3		LEE	TX	3		TX	LEE-TX	48287	FALSE	0	
LEON(TX)	3		LEON	TX	3		TX	LEON-TX	48289	FALSE	0	
LEWIS(WV)	3		LEWIS	WV	3		WV	LEWIS-WV	54041	FALSE	0	
LIBERTY(TX)	3		LIBERTY	TX	3		TX	LIBERTY-TX	48291	FALSE	0	
LIVINGSTON(LA)	3		LIVINGSTON	LA	3		LA	LIVINGSTON-LA	22063	FALSE	0	
LOUDON(TN)	3		LOUDON	TN	3		TN	LOUDON-TN	47105	FALSE	0	
LYNCHBURG CITY(VA)	3		LYNCHBURG CITY	VA	3		VA	LYNCHBURG CITY-VA	51680	FALSE	0	
LYON(KY)	3		LYON	KY	3		KY	LYON-KY	21143	FALSE	0	
LYON(NV)	3		LYON	NV	3		NV	LYON-NV	32019	FALSE	0	
MACON(AL)	3		MACON	AL	3		AL	MACON-AL	01087	FALSE	0	
MACON(TN)	3		MACON	TN	3		TN	MACON-TN	47111	FALSE	0	
MANASSAS CITY(VA)	3		MANASSAS CITY	VA	3		VA	MANASSAS CITY-VA	51683	FALSE	0	
MARION(KY)	3		MARION	KY	3		KY	MARION-KY	21155	FALSE	0	
MARLBORO(SC)	3		MARLBORO	SC	3		SC	MARLBORO-SC	45069	FALSE	0	
MARTIN(KY)	3		MARTIN	KY	3		KY	MARTIN-KY	21159	FALSE	0	
MARTIN(NC)	3		MARTIN	NC	3		NC	MARTIN-NC	37117	FALSE	0	
MEADE(KY)	3		MEADE	KY	3		KY	MEADE-KY	21163	FALSE	0	
MERCER(KY)	3		MERCER	KY	3		KY	MERCER-KY	21167	FALSE	0	
MERRIMACK(NH)	3		MERRIMACK	NH	3		NH	MERRIMACK-NH	33013	FALSE	0	
MIDLAND(MI)	3		MIDLAND	MI	3		MI	MIDLAND-MI	26111	FALSE	0	
MILLE LACS(MN)	3		MILLE LACS	MN	3		MN	MILLE LACS-MN	27095	FALSE	0	
MILLER(AR)	3		MILLER	AR	3		AR	MILLER-AR	05091	FALSE	0	
MONMOUTH(NJ)	3		MONMOUTH	NJ	3		NJ	MONMOUTH-NJ	34025	FALSE	0	
MONROE(PA)	3		MONROE	PA	3		PA	MONROE-PA	42089	FALSE	0	
MONTGOMERY(PA)	3		MONTGOMERY	PA	3		PA	MONTGOMERY-PA	42091	FALSE	0	
MONTROSE(CO)	3		MONTROSE	CO	3		CO	MONTROSE-CO	08085	FALSE	0	
MORGAN(KY)	3		MORGAN	KY	3		KY	MORGAN-KY	21175	FALSE	0	
MORGAN(TN)	3		MORGAN	TN	3		TN	MORGAN-TN	47129	FALSE	0	
MOWER(MN)	3		MOWER	MN	3		MN	MOWER-MN	27099	FALSE	0	
NACOGDOCHES(TX)	3		NACOGDOCHES	TX	3		TX	NACOGDOCHES-TX	48347	FALSE	0	
NEWAYGO(MI)	3		NEWAYGO	MI	3		MI	NEWAYGO-MI	26123	FALSE	0	
NIAGARA(NY)	3		NIAGARA	NY	3		NY	NIAGARA-NY	36063	FALSE	0	
NORTON CITY(VA)	3		NORTON CITY	VA	3		VA	NORTON CITY-VA	51720	FALSE	0	
OCEANA(MI)	3		OCEANA	MI	3		MI	OCEANA-MI	26127	FALSE	0	
OHIO(WV)	3		OHIO	WV	3		WV	OHIO-WV	54069	FALSE	0	
ORANGE(NY)	3		ORANGE	NY	3		NY	ORANGE-NY	36071	FALSE	0	
OUACHITA(AR)	3		OUACHITA	AR	3		AR	OUACHITA-AR	05103	FALSE	0	
OZAUKEE(WI)	3		OZAUKEE	WI	3		WI	OZAUKEE-WI	55089	FALSE	0	
PEACH(GA)	3		PEACH	GA	3		GA	PEACH-GA	13225	FALSE	0	
PENDLETON(KY)	3		PENDLETON	KY	3		KY	PENDLETON-KY	21191	FALSE	0	
PERRY(AL)	3		PERRY	AL	3		AL	PERRY-AL	01105	FALSE	0	
PICKAWAY(OH)	3		PICKAWAY	OH	3		OH	PICKAWAY-OH	39129	FALSE	0	
PIKE(AR)	3		PIKE	AR	3		AR	PIKE-AR	05109	FALSE	0	
PITT(NC)	3		PITT	NC	3		NC	PITT-NC	37147	FALSE	0	
PLACER(CA)	3		PLACER	CA	3		CA	PLACER-CA	06061	FALSE	0	
PROVIDENCE(RI)	3		PROVIDENCE	RI	3		RI	PROVIDENCE-RI	44007	FALSE	0	
PUTNAM(IL)	3		PUTNAM	IL	3		IL	PUTNAM-IL	17155	FALSE	0	
PUTNAM(TN)	3		PUTNAM	TN	3		TN	PUTNAM-TN	47141	FALSE	0	
PUTNAM(WV)	3		PUTNAM	WV	3		WV	PUTNAM-WV	54079	FALSE	0	
RANDOLPH(AR)	3		RANDOLPH	AR	3		AR	RANDOLPH-AR	05121	FALSE	0	
RANDOLPH(WV)	3		RANDOLPH	WV	3		WV	RANDOLPH-WV	54083	FALSE	0	
RHEA(TN)	3		RHEA	TN	3		TN	RHEA-TN	47143	FALSE	0	
RICHLAND(WI)	3		RICHLAND	WI	3		WI	RICHLAND-WI	55103	FALSE	0	
SAINT CHARLES(LA)	3		SAINT CHARLES	LA	3		LA	SAINT CHARLES-LA	#N/A	TRUE	1	
SAINT JOHNS(FL)	3		SAINT JOHNS	FL	3		FL	SAINT JOHNS-FL	#N/A	TRUE	1	
SAINT LANDRY(LA)	3		SAINT LANDRY	LA	3		LA	SAINT LANDRY-LA	#N/A	TRUE	1	
SALINE(KS)	3		SALINE	KS	3		KS	SALINE-KS	20169	FALSE	0	
SAN AUGUSTINE(TX)	3		SAN AUGUSTINE	TX	3		TX	SAN AUGUSTINE-TX	48405	FALSE	0	
SANTA BARBARA(CA)	3		SANTA BARBARA	CA	3		CA	SANTA BARBARA-CA	06083	FALSE	0	
SCOTT(KY)	3		SCOTT	KY	3		KY	SCOTT-KY	21209	FALSE	0	
SEWARD(KS)	3		SEWARD	KS	3		KS	SEWARD-KS	20175	FALSE	0	
SHARKEY(MS)	3		SHARKEY	MS	3		MS	SHARKEY-MS	28125	FALSE	0	
SHARP(AR)	3		SHARP	AR	3		AR	SHARP-AR	05135	FALSE	0	
SHELBY(KY)	3		SHELBY	KY	3		KY	SHELBY-KY	21211	FALSE	0	
SMITH(MS)	3		SMITH	MS	3		MS	SMITH-MS	28129	FALSE	0	
SONOMA(CA)	3		SONOMA	CA	3		CA	SONOMA-CA	06097	FALSE	0	
STARK(ND)	3		STARK	ND	3		ND	STARK-ND	38089	FALSE	0	
STEWART(GA)	3		STEWART	GA	3		GA	STEWART-GA	13259	FALSE	0	
SUWANNEE(FL)	3		SUWANNEE	FL	3		FL	SUWANNEE-FL	12121	FALSE	0	
SWITZERLAND(IN)	3		SWITZERLAND	IN	3		IN	SWITZERLAND-IN	18155	FALSE	0	
TANEY(MO)	3		TANEY	MO	3		MO	TANEY-MO	29213	FALSE	0	
